AC_Adapter,Backlit,Battery,Bluetooth,Brand,CPU,CPU_Speed,CPU_Type,Card_Reader,DimensionWxDxH,GPU,GPU_Spec,HDD,HDMI,LCD_Features,Memory,Model,Operating_System,Optical_Drive,Price_Current,Price_Previous,Refresh_Rate,Resolution,SSD,Saving,Screen,Screen_Size,Series,Storage,Storage_Spec,Style,Touchscreen,Type,USB,Usage,Video_Port,WLAN,Webcam,Weight,Wide_Screen_Support
230-watt AC adapter,Backlit,Li-Polymer 62 Wh,Bluetooth 5.0,Aorus,Intel Core i7-8750H 2.20 GHz,8750H (2.20 GHz),Intel Core i7 8th Gen,Mini SD Card Reader,"14.20"" x 9.68"" x 0.96""",GeForce RTX 2070,8 GB GDDR6,1 TB,1 x HDMI 2.0,144 Hz IPS Anti-Glare,16 GB DDR4,15-X9-RT4AD,Windows 10 Home 64-bit,,1629.0,1999.0,144 Hz,1920 x 1080,512 GB,370.0,"15.6"" 144 Hz IPS",,,512 GB M.2 NVMe PCIe SSD + 1 TB HDD,512 GB M.2 NVMe PCIe SSD + 1 TB HDD,Thin and Light,No,Gaming & Entertainment,3 x USB 3.1 Gen 1 Type-A,Consumer,1 x Mini DisplayPort,Killer Wireless-AC 1550 (802.11ac),HD Camera,5.29 lbs.,Yes
